1464791550.734 2016-06-01 16:32:30 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1464793365.015 2016-06-01 17:02:45 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1464794265.059 2016-06-01 17:17:45 CEST LOG:  checkpoint starting: time
1464794715.108 2016-06-01 17:25:15 CEST LOG:  checkpoint complete: wrote 70527 buffers (53.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=450.037 s, sync=0.007 s, total=450.048 s; sync files=21, longest=0.006 s, average=0.000 s; distance=1210183 kB, estimate=1210183 kB
1464795165.139 2016-06-01 17:32:45 CEST LOG:  checkpoint starting: immediate force wait time
1464795166.134 2016-06-01 17:32:46 CEST LOG:  checkpoint complete: wrote 70901 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.739 s, sync=0.233 s, total=0.994 s; sync files=17, longest=0.211 s, average=0.013 s; distance=1212530 kB, estimate=1212530 kB
1464796065.234 2016-06-01 17:47:45 CEST LOG:  checkpoint starting: time
1464796066.969 2016-06-01 17:47:46 CEST LOG:  checkpoint complete: wrote 58297 buffers (44.5%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.492 s, sync=0.223 s, total=1.734 s; sync files=12, longest=0.223 s, average=0.018 s; distance=394352 kB, estimate=1130712 kB
1464796066.969 2016-06-01 17:47:46 CEST LOG:  checkpoint starting: immediate force wait
1464796066.978 2016-06-01 17:47:46 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.009 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1017641 kB
1464796967.080 2016-06-01 18:02:47 CEST LOG:  checkpoint starting: time
1464797417.047 2016-06-01 18:10:17 CEST LOG:  checkpoint complete: wrote 97064 buffers (74.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.926 s, sync=0.018 s, total=449.967 s; sync files=20, longest=0.015 s, average=0.000 s; distance=2803606 kB, estimate=2803606 kB
1464797867.032 2016-06-01 18:17:47 CEST LOG:  checkpoint starting: immediate force wait time
1464797868.338 2016-06-01 18:17:48 CEST LOG:  checkpoint complete: wrote 83687 buffers (63.8%); 0 transaction log file(s) added, 0 removed, 171 recycled; write=0.922 s, sync=0.337 s, total=1.305 s; sync files=17, longest=0.208 s, average=0.019 s; distance=2773631 kB, estimate=2800609 kB
1464798767.438 2016-06-01 18:32:47 CEST LOG:  checkpoint starting: time
1464798769.460 2016-06-01 18:32:49 CEST LOG:  checkpoint complete: wrote 58009 buffers (44.3%); 0 transaction log file(s) added, 0 removed, 169 recycled; write=1.939 s, sync=0.024 s, total=2.021 s; sync files=15, longest=0.024 s, average=0.001 s; distance=403443 kB, estimate=2560892 kB
1464798769.460 2016-06-01 18:32:49 CEST LOG:  checkpoint starting: immediate force wait
1464798769.474 2016-06-01 18:32:49 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.001 s, sync=0.000 s, total=0.013 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2304803 kB
1464799669.575 2016-06-01 18:47:49 CEST LOG:  checkpoint starting: time
1464800119.088 2016-06-01 18:55:19 CEST LOG:  checkpoint complete: wrote 105714 buffers (80.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.472 s, sync=0.016 s, total=449.512 s; sync files=20, longest=0.005 s, average=0.000 s; distance=3565211 kB, estimate=3565211 kB
1464800569.189 2016-06-01 19:02:49 CEST LOG:  checkpoint starting: time
1464800569.708 2016-06-01 19:02:49 CEST LOG:  checkpoint complete: wrote 292 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 218 recycled; write=0.448 s, sync=0.000 s, total=0.519 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3473371 kB, estimate=3556027 kB
1464800569.708 2016-06-01 19:02:49 CEST LOG:  checkpoint starting: immediate force wait
1464800569.790 2016-06-01 19:02:49 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 212 recycled; write=0.001 s, sync=0.000 s, total=0.082 s; sync files=1, longest=0.000 s, average=0.000 s; distance=21555 kB, estimate=3202579 kB
1464800569.860 2016-06-01 19:02:49 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464800569.865 2016-06-01 19:02:49 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2882322 kB
1464800569.975 2016-06-01 19:02:49 CEST LOG:  checkpoint starting: immediate force wait
1464800569.978 2016-06-01 19:02:49 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2594089 kB
1464801469.972 2016-06-01 19:17:49 CEST LOG:  checkpoint starting: time
1464801474.164 2016-06-01 19:17:54 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.173 s, sync=0.018 s, total=4.192 s; sync files=44, longest=0.015 s, average=0.000 s; distance=3294 kB, estimate=2335010 kB
1464801474.165 2016-06-01 19:17:54 CEST LOG:  checkpoint starting: immediate force wait
1464801474.167 2016-06-01 19:17:54 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2101509 kB
1464802374.260 2016-06-01 19:32:54 CEST LOG:  checkpoint starting: immediate force wait time
1464802374.264 2016-06-01 19:32:54 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1891359 kB
1464803274.365 2016-06-01 19:47:54 CEST LOG:  checkpoint starting: time
1464803724.032 2016-06-01 19:55:24 CEST LOG:  checkpoint complete: wrote 70543 buffers (53.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.658 s, sync=0.002 s, total=449.667 s; sync files=21, longest=0.001 s, average=0.000 s; distance=1210579 kB, estimate=1823281 kB
1464804174.132 2016-06-01 20:02:54 CEST LOG:  checkpoint starting: time
1464804175.384 2016-06-01 20:02:55 CEST LOG:  checkpoint complete: wrote 70815 buffers (54.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.006 s, sync=0.212 s, total=1.251 s; sync files=17, longest=0.202 s, average=0.012 s; distance=1210414 kB, estimate=1761995 kB
1464804175.384 2016-06-01 20:02:55 CEST LOG:  checkpoint starting: immediate force wait
1464804175.420 2016-06-01 20:02:55 CEST LOG:  checkpoint complete: wrote 17 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.036 s; sync files=3, longest=0.000 s, average=0.000 s; distance=4033 kB, estimate=1586198 kB
1464805075.461 2016-06-01 20:17:55 CEST LOG:  checkpoint starting: time
1464805076.307 2016-06-01 20:17:56 CEST LOG:  checkpoint complete: wrote 58425 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.622 s, sync=0.222 s, total=0.845 s; sync files=15, longest=0.160 s, average=0.014 s; distance=394723 kB, estimate=1467051 kB
1464805076.307 2016-06-01 20:17:56 CEST LOG:  checkpoint starting: immediate force wait
1464805076.321 2016-06-01 20:17:56 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.013 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1320346 kB
1464805976.422 2016-06-01 20:32:56 CEST LOG:  checkpoint starting: time
1464806426.076 2016-06-01 20:40:26 CEST LOG:  checkpoint complete: wrote 97564 buffers (74.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.618 s, sync=0.012 s, total=449.653 s; sync files=20, longest=0.009 s, average=0.000 s; distance=2834829 kB, estimate=2834829 kB
1464806876.178 2016-06-01 20:47:56 CEST LOG:  checkpoint starting: time
1464806877.392 2016-06-01 20:47:57 CEST LOG:  checkpoint complete: wrote 64637 buffers (49.3%); 0 transaction log file(s) added, 0 removed, 173 recycled; write=0.961 s, sync=0.182 s, total=1.214 s; sync files=17, longest=0.182 s, average=0.010 s; distance=2795829 kB, estimate=2830929 kB
1464806877.392 2016-06-01 20:47:57 CEST LOG:  checkpoint starting: immediate force wait
1464806877.459 2016-06-01 20:47:57 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 171 recycled; write=0.001 s, sync=0.000 s, total=0.067 s; sync files=0, longest=0.000 s, average=0.000 s; distance=8835 kB, estimate=2548720 kB
1464807777.559 2016-06-01 21:02:57 CEST LOG:  checkpoint starting: time
1464807778.421 2016-06-01 21:02:58 CEST LOG:  checkpoint complete: wrote 57936 buffers (44.2%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.845 s, sync=0.015 s, total=0.862 s; sync files=15, longest=0.014 s, average=0.001 s; distance=403510 kB, estimate=2334199 kB
1464807778.421 2016-06-01 21:02:58 CEST LOG:  checkpoint starting: immediate force wait
1464807778.436 2016-06-01 21:02:58 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2100779 kB
1464808678.537 2016-06-01 21:17:58 CEST LOG:  checkpoint starting: time
1464809128.131 2016-06-01 21:25:28 CEST LOG:  checkpoint complete: wrote 104268 buffers (79.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.548 s, sync=0.031 s, total=449.593 s; sync files=20, longest=0.021 s, average=0.001 s; distance=3566548 kB, estimate=3566548 kB
1464809578.232 2016-06-01 21:32:58 CEST LOG:  checkpoint starting: time
1464809578.683 2016-06-01 21:32:58 CEST LOG:  checkpoint complete: wrote 211 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 218 recycled; write=0.377 s, sync=0.000 s, total=0.451 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3528338 kB, estimate=3562727 kB
1464809578.683 2016-06-01 21:32:58 CEST LOG:  checkpoint starting: immediate force wait
1464809578.765 2016-06-01 21:32:58 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 215 recycled; write=0.001 s, sync=0.000 s, total=0.082 s; sync files=1, longest=0.000 s, average=0.000 s; distance=15599 kB, estimate=3208014 kB
1464809578.955 2016-06-01 21:32:58 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464809578.960 2016-06-01 21:32:58 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2887213 kB
1464809579.071 2016-06-01 21:32:59 CEST LOG:  checkpoint starting: immediate force wait
1464809579.073 2016-06-01 21:32:59 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2598491 kB
1464810480.034 2016-06-01 21:48:00 CEST LOG:  checkpoint starting: time
1464810483.179 2016-06-01 21:48:03 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=3.126 s, sync=0.018 s, total=3.145 s; sync files=44, longest=0.017 s, average=0.000 s; distance=3294 kB, estimate=2338972 kB
1464810483.180 2016-06-01 21:48:03 CEST LOG:  checkpoint starting: immediate force wait
1464810483.182 2016-06-01 21:48:03 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2105074 kB
1464811383.268 2016-06-01 22:03:03 CEST LOG:  checkpoint starting: time
1464811383.277 2016-06-01 22:03:03 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.000 s, total=0.009 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1894568 kB
1464811383.277 2016-06-01 22:03:03 CEST LOG:  checkpoint starting: immediate force wait
1464811383.280 2016-06-01 22:03:03 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1705111 kB
1464812283.381 2016-06-01 22:18:03 CEST LOG:  checkpoint starting: time
1464812733.046 2016-06-01 22:25:33 CEST LOG:  checkpoint complete: wrote 70553 buffers (53.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.658 s, sync=0.002 s, total=449.665 s; sync files=21, longest=0.001 s, average=0.000 s; distance=1210729 kB, estimate=1655673 kB
1464813183.146 2016-06-01 22:33:03 CEST LOG:  checkpoint starting: time
1464813184.478 2016-06-01 22:33:04 CEST LOG:  checkpoint complete: wrote 70866 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.067 s, sync=0.231 s, total=1.331 s; sync files=17, longest=0.141 s, average=0.013 s; distance=1211954 kB, estimate=1611301 kB
1464813184.478 2016-06-01 22:33:04 CEST LOG:  checkpoint starting: immediate force wait
1464813184.513 2016-06-01 22:33:04 CEST LOG:  checkpoint complete: wrote 17 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.034 s; sync files=2, longest=0.000 s, average=0.000 s; distance=4022 kB, estimate=1450573 kB
1464814084.613 2016-06-01 22:48:04 CEST LOG:  checkpoint starting: time
1464814085.422 2016-06-01 22:48:05 CEST LOG:  checkpoint complete: wrote 58436 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.596 s, sync=0.211 s, total=0.809 s; sync files=15, longest=0.211 s, average=0.014 s; distance=394828 kB, estimate=1344999 kB
1464814085.422 2016-06-01 22:48:05 CEST LOG:  checkpoint starting: immediate force wait
1464814085.437 2016-06-01 22:48:05 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1210499 kB
1464814985.521 2016-06-01 23:03:05 CEST LOG:  checkpoint starting: time
1464815435.061 2016-06-01 23:10:35 CEST LOG:  checkpoint complete: wrote 97187 buffers (74.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.510 s, sync=0.008 s, total=449.540 s; sync files=20, longest=0.007 s, average=0.000 s; distance=2811713 kB, estimate=2811713 kB
1464815885.137 2016-06-01 23:18:05 CEST LOG:  checkpoint starting: time
1464815886.501 2016-06-01 23:18:06 CEST LOG:  checkpoint complete: wrote 69191 buffers (52.8%); 0 transaction log file(s) added, 0 removed, 172 recycled; write=1.114 s, sync=0.180 s, total=1.363 s; sync files=17, longest=0.175 s, average=0.010 s; distance=2797130 kB, estimate=2810255 kB
1464815886.501 2016-06-01 23:18:06 CEST LOG:  checkpoint starting: immediate force wait
1464815886.571 2016-06-01 23:18:06 CEST LOG:  checkpoint complete: wrote 25 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 171 recycled; write=0.002 s, sync=0.000 s, total=0.070 s; sync files=2, longest=0.000 s, average=0.000 s; distance=16755 kB, estimate=2530905 kB
1464816786.671 2016-06-01 23:33:06 CEST LOG:  checkpoint starting: time
1464816787.495 2016-06-01 23:33:07 CEST LOG:  checkpoint complete: wrote 57911 buffers (44.2%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.805 s, sync=0.015 s, total=0.823 s; sync files=17, longest=0.015 s, average=0.000 s; distance=403603 kB, estimate=2318174 kB
1464816787.495 2016-06-01 23:33:07 CEST LOG:  checkpoint starting: immediate force wait
1464816787.507 2016-06-01 23:33:07 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.012 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2086357 kB
1464817687.609 2016-06-01 23:48:07 CEST LOG:  checkpoint starting: time
1464818137.092 2016-06-01 23:55:37 CEST LOG:  checkpoint complete: wrote 103676 buffers (79.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.455 s, sync=0.012 s, total=449.482 s; sync files=20, longest=0.010 s, average=0.000 s; distance=3569225 kB, estimate=3569225 kB
1464818587.194 2016-06-02 00:03:07 CEST LOG:  checkpoint starting: time
1464818587.693 2016-06-02 00:03:07 CEST LOG:  checkpoint complete: wrote 288 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 218 recycled; write=0.427 s, sync=0.000 s, total=0.498 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3479827 kB, estimate=3560285 kB
1464818587.693 2016-06-02 00:03:07 CEST LOG:  checkpoint starting: immediate force wait
1464818587.777 2016-06-02 00:03:07 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 213 recycled; write=0.001 s, sync=0.000 s, total=0.084 s; sync files=1, longest=0.000 s, average=0.000 s; distance=22128 kB, estimate=3206469 kB
1464818587.969 2016-06-02 00:03:07 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464818587.974 2016-06-02 00:03:07 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2885823 kB
1464818588.082 2016-06-02 00:03:08 CEST LOG:  checkpoint starting: immediate force wait
1464818588.085 2016-06-02 00:03:08 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2597240 kB
1464819489.040 2016-06-02 00:18:09 CEST LOG:  checkpoint starting: time
1464819489.043 2016-06-02 00:18:09 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=47, longest=0.000 s, average=0.000 s; distance=31369 kB, estimate=2340653 kB
1464819531.453 2016-06-02 00:18:51 CEST LOG:  checkpoint starting: immediate force wait
1464819531.457 2016-06-02 00:18:51 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.001 s, sync=0.000 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2106588 kB
1464820431.557 2016-06-02 00:33:51 CEST LOG:  checkpoint starting: time
1464820431.560 2016-06-02 00:33:51 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1895930 kB
1464820431.578 2016-06-02 00:33:51 CEST LOG:  checkpoint starting: immediate force wait
1464820431.581 2016-06-02 00:33:51 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1706337 kB
1464821331.453 2016-06-02 00:48:51 CEST LOG:  checkpoint starting: time
1464821781.101 2016-06-02 00:56:21 CEST LOG:  checkpoint complete: wrote 4977 buffers (3.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.635 s, sync=0.006 s, total=449.647 s; sync files=24, longest=0.003 s, average=0.000 s; distance=5148007 kB, estimate=5148007 kB
1464822231.707 2016-06-02 01:03:51 CEST LOG:  checkpoint starting: immediate force wait time
1464822233.539 2016-06-02 01:03:53 CEST LOG:  checkpoint complete: wrote 82398 buffers (62.9%); 0 transaction log file(s) added, 0 removed, 314 recycled; write=1.704 s, sync=0.025 s, total=1.831 s; sync files=21, longest=0.025 s, average=0.001 s; distance=4717006 kB, estimate=5104907 kB
1464823131.639 2016-06-02 01:18:51 CEST LOG:  checkpoint starting: time
1464823133.767 2016-06-02 01:18:53 CEST LOG:  checkpoint complete: wrote 591 buffers (0.5%); 0 transaction log file(s) added, 0 removed, 288 recycled; write=2.027 s, sync=0.003 s, total=2.127 s; sync files=15, longest=0.002 s, average=0.000 s; distance=3868718 kB, estimate=4981288 kB
1464823133.767 2016-06-02 01:18:53 CEST LOG:  checkpoint starting: immediate force wait
1464823133.888 2016-06-02 01:18:53 CEST LOG:  checkpoint complete: wrote 386 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 236 recycled; write=0.006 s, sync=0.002 s, total=0.121 s; sync files=2, longest=0.002 s, average=0.001 s; distance=0 kB, estimate=4483159 kB
1464824033.036 2016-06-02 01:33:53 CEST LOG:  checkpoint starting: time
1464824483.087 2016-06-02 01:41:23 CEST LOG:  checkpoint complete: wrote 5656 buffers (4.3%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.982 s, sync=0.006 s, total=450.050 s; sync files=25, longest=0.003 s, average=0.000 s; distance=6730257 kB, estimate=6730257 kB
1464824933.327 2016-06-02 01:48:53 CEST LOG:  checkpoint starting: time
1464824935.364 2016-06-02 01:48:55 CEST LOG:  checkpoint complete: wrote 77186 buffers (58.9%); 0 transaction log file(s) added, 0 removed, 411 recycled; write=1.877 s, sync=0.010 s, total=2.037 s; sync files=19, longest=0.009 s, average=0.000 s; distance=6506442 kB, estimate=6707875 kB
1464824935.364 2016-06-02 01:48:55 CEST LOG:  checkpoint starting: immediate force wait
1464824935.643 2016-06-02 01:48:55 CEST LOG:  checkpoint complete: wrote 2919 buffers (2.2%); 0 transaction log file(s) added, 0 removed, 397 recycled; write=0.053 s, sync=0.000 s, total=0.278 s; sync files=8, longest=0.000 s, average=0.000 s; distance=26931 kB, estimate=6039781 kB
1464825835.165 2016-06-02 02:03:55 CEST LOG:  checkpoint starting: time
1464825835.849 2016-06-02 02:03:55 CEST LOG:  checkpoint complete: wrote 478 buffers (0.4%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.677 s, sync=0.002 s, total=0.683 s; sync files=17, longest=0.001 s, average=0.000 s; distance=3913350 kB, estimate=5827138 kB
1464825835.849 2016-06-02 02:03:55 CEST LOG:  checkpoint starting: immediate force wait
1464825836.007 2016-06-02 02:03:56 CEST LOG:  checkpoint complete: wrote 101 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 239 recycled; write=0.003 s, sync=0.000 s, total=0.157 s; sync files=2, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=5244424 kB
1464826735.205 2016-06-02 02:18:55 CEST LOG:  checkpoint starting: time
1464827185.101 2016-06-02 02:26:25 CEST LOG:  checkpoint complete: wrote 6950 buffers (5.3%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.853 s, sync=0.029 s, total=449.896 s; sync files=23, longest=0.024 s, average=0.001 s; distance=7282184 kB, estimate=7282184 kB
1464827635.937 2016-06-02 02:33:55 CEST LOG:  checkpoint starting: time
1464827636.323 2016-06-02 02:33:56 CEST LOG:  checkpoint complete: wrote 210 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 444 recycled; write=0.219 s, sync=0.000 s, total=0.385 s; sync files=0, longest=0.000 s, average=0.000 s; distance=7247764 kB, estimate=7278742 kB
1464827636.323 2016-06-02 02:33:56 CEST LOG:  checkpoint starting: immediate force wait
1464827636.588 2016-06-02 02:33:56 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 442 recycled; write=0.001 s, sync=0.000 s, total=0.265 s; sync files=1, longest=0.000 s, average=0.000 s; distance=5134 kB, estimate=6551381 kB
1464827637.183 2016-06-02 02:33:57 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464827637.191 2016-06-02 02:33:57 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.002 s, sync=0.000 s, total=0.007 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=5896243 kB
1464827637.307 2016-06-02 02:33:57 CEST LOG:  checkpoint starting: immediate force wait
1464827637.310 2016-06-02 02:33:57 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=5306619 kB
1464828537.503 2016-06-02 02:48:57 CEST LOG:  checkpoint starting: time
