1462065834.295 2016-05-01 03:23:54 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1462070357.535 2016-05-01 04:39:17 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.009 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=980894 kB
1462071257.634 2016-05-01 04:54:17 CEST LOG:  checkpoint starting: time
1462071707.016 2016-05-01 05:01:47 CEST LOG:  checkpoint complete: wrote 99763 buffers (76.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.352 s, sync=0.008 s, total=449.381 s; sync files=20, longest=0.005 s, average=0.000 s; distance=2971620 kB, estimate=2971620 kB
1462072157.118 2016-05-01 05:09:17 CEST LOG:  checkpoint starting: time
1462072158.709 2016-05-01 05:09:18 CEST LOG:  checkpoint complete: wrote 75450 buffers (57.6%); 0 transaction log file(s) added, 0 removed, 182 recycled; write=0.772 s, sync=0.748 s, total=1.590 s; sync files=17, longest=0.747 s, average=0.044 s; distance=2928840 kB, estimate=2967342 kB
1462072158.709 2016-05-01 05:09:18 CEST LOG:  checkpoint starting: immediate force wait
1462072158.780 2016-05-01 05:09:18 CEST LOG:  checkpoint complete: wrote 29 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 179 recycled; write=0.001 s, sync=0.000 s, total=0.071 s; sync files=2, longest=0.000 s, average=0.000 s; distance=20956 kB, estimate=2672703 kB
1462073058.790 2016-05-01 05:24:18 CEST LOG:  checkpoint starting: time
1462073059.846 2016-05-01 05:24:19 CEST LOG:  checkpoint complete: wrote 58414 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.429 s, sync=0.624 s, total=1.055 s; sync files=16, longest=0.603 s, average=0.039 s; distance=403428 kB, estimate=2445776 kB
1462073059.846 2016-05-01 05:24:19 CEST LOG:  checkpoint starting: immediate force wait
1462073059.859 2016-05-01 05:24:19 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.001 s, sync=0.000 s, total=0.013 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2201198 kB
1462073959.962 2016-05-01 05:39:19 CEST LOG:  checkpoint starting: time
1462074409.107 2016-05-01 05:46:49 CEST LOG:  checkpoint complete: wrote 89118 buffers (68.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.105 s, sync=0.016 s, total=449.145 s; sync files=20, longest=0.008 s, average=0.000 s; distance=3803072 kB, estimate=3803072 kB
1462074859.209 2016-05-01 05:54:19 CEST LOG:  checkpoint starting: time
1462074860.096 2016-05-01 05:54:20 CEST LOG:  checkpoint complete: wrote 568 buffers (0.4%); 0 transaction log file(s) added, 0 removed, 232 recycled; write=0.811 s, sync=0.000 s, total=0.887 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3710960 kB, estimate=3793861 kB
1462074860.096 2016-05-01 05:54:20 CEST LOG:  checkpoint starting: immediate force wait
1462074860.198 2016-05-01 05:54:20 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 226 recycled; write=0.001 s, sync=0.000 s, total=0.101 s; sync files=1, longest=0.000 s, average=0.000 s; distance=38873 kB, estimate=3418362 kB
1462074860.354 2016-05-01 05:54:20 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462074860.369 2016-05-01 05:54:20 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 3 recycled; write=0.002 s, sync=0.000 s, total=0.014 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=3076526 kB
1462074860.470 2016-05-01 05:54:20 CEST LOG:  checkpoint starting: immediate force wait
1462074860.472 2016-05-01 05:54:20 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2768873 kB
1462075760.796 2016-05-01 06:09:20 CEST LOG:  checkpoint starting: time
1462075764.995 2016-05-01 06:09:24 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.176 s, sync=0.022 s, total=4.199 s; sync files=44, longest=0.022 s, average=0.000 s; distance=3294 kB, estimate=2492316 kB
1462075764.995 2016-05-01 06:09:24 CEST LOG:  checkpoint starting: immediate force wait
1462075764.998 2016-05-01 06:09:24 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2243084 kB
1462076665.082 2016-05-01 06:24:25 CEST LOG:  checkpoint starting: immediate force wait time
1462076665.085 2016-05-01 06:24:25 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2018777 kB
1462077565.105 2016-05-01 06:39:25 CEST LOG:  checkpoint starting: time
1462078015.008 2016-05-01 06:46:55 CEST LOG:  checkpoint complete: wrote 72059 buffers (55.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.895 s, sync=0.001 s, total=449.903 s; sync files=21, longest=0.001 s, average=0.000 s; distance=1295573 kB, estimate=1946456 kB
1462078465.104 2016-05-01 06:54:25 CEST LOG:  checkpoint starting: time
1462078466.320 2016-05-01 06:54:26 CEST LOG:  checkpoint complete: wrote 72127 buffers (55.0%); 0 transaction log file(s) added, 0 removed, 79 recycled; write=0.366 s, sync=0.794 s, total=1.215 s; sync files=17, longest=0.794 s, average=0.046 s; distance=1291738 kB, estimate=1880984 kB
1462078466.320 2016-05-01 06:54:26 CEST LOG:  checkpoint starting: immediate force wait
1462078466.360 2016-05-01 06:54:26 CEST LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 79 recycled; write=0.001 s, sync=0.000 s, total=0.040 s; sync files=2, longest=0.000 s, average=0.000 s; distance=1757 kB, estimate=1693062 kB
1462079366.388 2016-05-01 07:09:26 CEST LOG:  checkpoint starting: time
1462079367.236 2016-05-01 07:09:27 CEST LOG:  checkpoint complete: wrote 58513 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.297 s, sync=0.549 s, total=0.848 s; sync files=15, longest=0.532 s, average=0.036 s; distance=395743 kB, estimate=1563330 kB
1462079367.236 2016-05-01 07:09:27 CEST LOG:  checkpoint starting: immediate force wait
1462079367.251 2016-05-01 07:09:27 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1406997 kB
1462080267.352 2016-05-01 07:24:27 CEST LOG:  checkpoint starting: time
1462080717.090 2016-05-01 07:31:57 CEST LOG:  checkpoint complete: wrote 100197 buffers (76.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.713 s, sync=0.001 s, total=449.737 s; sync files=19, longest=0.001 s, average=0.000 s; distance=2996978 kB, estimate=2996978 kB
1462081167.193 2016-05-01 07:39:27 CEST LOG:  checkpoint starting: time
1462081168.360 2016-05-01 07:39:28 CEST LOG:  checkpoint complete: wrote 71825 buffers (54.8%); 0 transaction log file(s) added, 0 removed, 183 recycled; write=0.375 s, sync=0.724 s, total=1.167 s; sync files=15, longest=0.724 s, average=0.048 s; distance=2962713 kB, estimate=2993551 kB
1462081168.361 2016-05-01 07:39:28 CEST LOG:  checkpoint starting: immediate force wait
1462081168.445 2016-05-01 07:39:28 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 181 recycled; write=0.001 s, sync=0.000 s, total=0.084 s; sync files=2, longest=0.000 s, average=0.000 s; distance=4046 kB, estimate=2694601 kB
1462082068.545 2016-05-01 07:54:28 CEST LOG:  checkpoint starting: time
1462082069.433 2016-05-01 07:54:29 CEST LOG:  checkpoint complete: wrote 59756 buffers (45.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.323 s, sync=0.563 s, total=0.888 s; sync files=15, longest=0.552 s, average=0.037 s; distance=402126 kB, estimate=2465353 kB
1462082069.433 2016-05-01 07:54:29 CEST LOG:  checkpoint starting: immediate force wait
1462082069.448 2016-05-01 07:54:29 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2218818 kB
1462082969.550 2016-05-01 08:09:29 CEST LOG:  checkpoint starting: time
1462083419.045 2016-05-01 08:16:59 CEST LOG:  checkpoint complete: wrote 87860 buffers (67.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.477 s, sync=0.004 s, total=449.495 s; sync files=18, longest=0.004 s, average=0.000 s; distance=3829740 kB, estimate=3829740 kB
1462083869.147 2016-05-01 08:24:29 CEST LOG:  checkpoint starting: time
1462083869.623 2016-05-01 08:24:29 CEST LOG:  checkpoint complete: wrote 278 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 234 recycled; write=0.390 s, sync=0.000 s, total=0.476 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3743216 kB, estimate=3821088 kB
1462083869.623 2016-05-01 08:24:29 CEST LOG:  checkpoint starting: immediate force wait
1462083869.724 2016-05-01 08:24:29 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 229 recycled; write=0.001 s, sync=0.000 s, total=0.100 s; sync files=1, longest=0.000 s, average=0.000 s; distance=18845 kB, estimate=3440863 kB
1462083869.890 2016-05-01 08:24:29 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462083869.903 2016-05-01 08:24:29 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.001 s, sync=0.000 s, total=0.013 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=3096777 kB
1462083870.006 2016-05-01 08:24:30 CEST LOG:  checkpoint starting: immediate force wait
1462083870.009 2016-05-01 08:24:30 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2787100 kB
1462084770.382 2016-05-01 08:39:30 CEST LOG:  checkpoint starting: time
1462084774.503 2016-05-01 08:39:34 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.100 s, sync=0.020 s, total=4.121 s; sync files=44, longest=0.020 s, average=0.000 s; distance=3294 kB, estimate=2508719 kB
1462084774.503 2016-05-01 08:39:34 CEST LOG:  checkpoint starting: immediate force wait
1462084774.506 2016-05-01 08:39:34 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2257847 kB
1462085674.520 2016-05-01 08:54:34 CEST LOG:  checkpoint starting: time
1462085674.591 2016-05-01 08:54:34 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.068 s, sync=0.000 s, total=0.070 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2032064 kB
1462085674.591 2016-05-01 08:54:34 CEST LOG:  checkpoint starting: immediate force wait
1462085674.594 2016-05-01 08:54:34 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1828857 kB
1462086574.694 2016-05-01 09:09:34 CEST LOG:  checkpoint starting: time
1462087024.085 2016-05-01 09:17:04 CEST LOG:  checkpoint complete: wrote 72078 buffers (55.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.374 s, sync=0.010 s, total=449.390 s; sync files=21, longest=0.009 s, average=0.000 s; distance=1303496 kB, estimate=1776321 kB
1462087474.183 2016-05-01 09:24:34 CEST LOG:  checkpoint starting: time
1462087475.750 2016-05-01 09:24:35 CEST LOG:  checkpoint complete: wrote 72108 buffers (55.0%); 0 transaction log file(s) added, 0 removed, 80 recycled; write=0.796 s, sync=0.722 s, total=1.566 s; sync files=17, longest=0.722 s, average=0.042 s; distance=1289222 kB, estimate=1727611 kB
1462087475.750 2016-05-01 09:24:35 CEST LOG:  checkpoint starting: immediate force wait
1462087475.800 2016-05-01 09:24:35 CEST LOG:  checkpoint complete: wrote 507 buffers (0.4%); 0 transaction log file(s) added, 0 removed, 78 recycled; write=0.004 s, sync=0.004 s, total=0.049 s; sync files=3, longest=0.004 s, average=0.001 s; distance=9155 kB, estimate=1555766 kB
1462088375.866 2016-05-01 09:39:35 CEST LOG:  checkpoint starting: immediate force wait time
1462088376.654 2016-05-01 09:39:36 CEST LOG:  checkpoint complete: wrote 58461 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.237 s, sync=0.548 s, total=0.787 s; sync files=15, longest=0.548 s, average=0.036 s; distance=395596 kB, estimate=1439749 kB
1462089275.729 2016-05-01 09:54:35 CEST LOG:  checkpoint starting: time
1462089725.074 2016-05-01 10:02:05 CEST LOG:  checkpoint complete: wrote 100403 buffers (76.6%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=449.309 s, sync=0.004 s, total=449.344 s; sync files=20, longest=0.002 s, average=0.000 s; distance=3016337 kB, estimate=3016337 kB
1462090175.177 2016-05-01 10:09:35 CEST LOG:  checkpoint starting: time
1462090177.851 2016-05-01 10:09:37 CEST LOG:  checkpoint complete: wrote 74120 buffers (56.5%); 0 transaction log file(s) added, 0 removed, 184 recycled; write=1.796 s, sync=0.800 s, total=2.673 s; sync files=17, longest=0.797 s, average=0.047 s; distance=2965664 kB, estimate=3011270 kB
1462090177.851 2016-05-01 10:09:37 CEST LOG:  checkpoint starting: immediate force wait
1462090177.945 2016-05-01 10:09:37 CEST LOG:  checkpoint complete: wrote 700 buffers (0.5%); 0 transaction log file(s) added, 0 removed, 181 recycled; write=0.005 s, sync=0.007 s, total=0.094 s; sync files=8, longest=0.007 s, average=0.000 s; distance=71842 kB, estimate=2717327 kB
1462091078.045 2016-05-01 10:24:38 CEST LOG:  checkpoint starting: time
1462091079.013 2016-05-01 10:24:39 CEST LOG:  checkpoint complete: wrote 59472 buffers (45.4%); 0 transaction log file(s) added, 0 removed, 4 recycled; write=0.325 s, sync=0.639 s, total=0.968 s; sync files=15, longest=0.630 s, average=0.042 s; distance=402409 kB, estimate=2485835 kB
1462091079.014 2016-05-01 10:24:39 CEST LOG:  checkpoint starting: immediate force wait
1462091079.028 2016-05-01 10:24:39 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2237252 kB
1462091979.131 2016-05-01 10:39:39 CEST LOG:  checkpoint starting: time
1462092429.090 2016-05-01 10:47:09 CEST LOG:  checkpoint complete: wrote 90091 buffers (68.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.929 s, sync=0.005 s, total=449.959 s; sync files=20, longest=0.004 s, average=0.000 s; distance=3808005 kB, estimate=3808005 kB
1462092879.134 2016-05-01 10:54:39 CEST FATAL:  terminating autovacuum process due to administrator command
1462092879.192 2016-05-01 10:54:39 CEST LOG:  checkpoint starting: time
1462092879.341 2016-05-01 10:54:39 CEST LOG:  checkpoint complete: wrote 49 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 232 recycled; write=0.066 s, sync=0.000 s, total=0.149 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3707797 kB, estimate=3797984 kB
1462092879.341 2016-05-01 10:54:39 CEST LOG:  checkpoint starting: immediate force wait
1462092879.440 2016-05-01 10:54:39 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 227 recycled; write=0.001 s, sync=0.000 s, total=0.099 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=3418186 kB
1462092879.472 2016-05-01 10:54:39 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462092879.476 2016-05-01 10:54:39 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=3076368 kB
1462092879.595 2016-05-01 10:54:39 CEST LOG:  checkpoint starting: immediate force wait
1462092879.597 2016-05-01 10:54:39 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2768731 kB
1462093780.062 2016-05-01 11:09:40 CEST LOG:  checkpoint starting: time
1462093780.065 2016-05-01 11:09:40 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=47, longest=0.000 s, average=0.000 s; distance=31369 kB, estimate=2494995 kB
1462093827.919 2016-05-01 11:10:27 CEST LOG:  checkpoint starting: immediate force wait
1462093827.924 2016-05-01 11:10:27 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2245495 kB
1462094728.023 2016-05-01 11:25:28 CEST LOG:  checkpoint starting: time
1462094728.026 2016-05-01 11:25:28 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2020947 kB
1462094728.041 2016-05-01 11:25:28 CEST LOG:  checkpoint starting: immediate force wait
1462094728.043 2016-05-01 11:25:28 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1818852 kB
1462095628.403 2016-05-01 11:40:28 CEST LOG:  checkpoint starting: time
1462096078.013 2016-05-01 11:47:58 CEST LOG:  checkpoint complete: wrote 4803 buffers (3.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.597 s, sync=0.007 s, total=449.610 s; sync files=24, longest=0.004 s, average=0.000 s; distance=5204078 kB, estimate=5204078 kB
1462096528.163 2016-05-01 11:55:28 CEST LOG:  checkpoint starting: immediate force wait time
1462096529.971 2016-05-01 11:55:29 CEST LOG:  checkpoint complete: wrote 80431 buffers (61.4%); 0 transaction log file(s) added, 0 removed, 317 recycled; write=0.957 s, sync=0.724 s, total=1.807 s; sync files=22, longest=0.723 s, average=0.032 s; distance=4799333 kB, estimate=5163604 kB
1462097428.665 2016-05-01 12:10:28 CEST LOG:  checkpoint starting: time
1462097430.233 2016-05-01 12:10:30 CEST LOG:  checkpoint complete: wrote 533 buffers (0.4%); 0 transaction log file(s) added, 0 removed, 293 recycled; write=1.455 s, sync=0.007 s, total=1.567 s; sync files=18, longest=0.006 s, average=0.000 s; distance=3870542 kB, estimate=5034298 kB
1462097430.233 2016-05-01 12:10:30 CEST LOG:  checkpoint starting: immediate force wait
1462097430.358 2016-05-01 12:10:30 CEST LOG:  checkpoint complete: wrote 255 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 236 recycled; write=0.003 s, sync=0.002 s, total=0.125 s; sync files=2, longest=0.001 s, average=0.001 s; distance=0 kB, estimate=4530868 kB
1462098330.076 2016-05-01 12:25:30 CEST LOG:  checkpoint starting: time
1462098780.080 2016-05-01 12:33:00 CEST LOG:  checkpoint complete: wrote 6538 buffers (5.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.966 s, sync=0.015 s, total=450.004 s; sync files=25, longest=0.013 s, average=0.000 s; distance=6907798 kB, estimate=6907798 kB
1462099230.465 2016-05-01 12:40:30 CEST LOG:  checkpoint starting: immediate force wait time
1462099232.057 2016-05-01 12:40:32 CEST LOG:  checkpoint complete: wrote 94634 buffers (72.2%); 0 transaction log file(s) added, 0 removed, 422 recycled; write=0.604 s, sync=0.830 s, total=1.591 s; sync files=20, longest=0.829 s, average=0.041 s; distance=6745317 kB, estimate=6891550 kB
1462100130.981 2016-05-01 12:55:30 CEST LOG:  checkpoint starting: time
1462100132.461 2016-05-01 12:55:32 CEST LOG:  checkpoint complete: wrote 355 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 412 recycled; write=1.287 s, sync=0.007 s, total=1.479 s; sync files=18, longest=0.007 s, average=0.000 s; distance=3925952 kB, estimate=6594990 kB
1462100132.461 2016-05-01 12:55:32 CEST LOG:  checkpoint starting: immediate force wait
1462100132.617 2016-05-01 12:55:32 CEST LOG:  checkpoint complete: wrote 195 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 239 recycled; write=0.003 s, sync=0.001 s, total=0.155 s; sync files=2, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=5935491 kB
1462101032.525 2016-05-01 13:10:32 CEST LOG:  checkpoint starting: time
1462101482.084 2016-05-01 13:18:02 CEST LOG:  checkpoint complete: wrote 6687 buffers (5.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.526 s, sync=0.019 s, total=449.558 s; sync files=23, longest=0.015 s, average=0.000 s; distance=7489375 kB, estimate=7489375 kB
1462101932.281 2016-05-01 13:25:32 CEST LOG:  checkpoint starting: time
1462101932.989 2016-05-01 13:25:32 CEST LOG:  checkpoint complete: wrote 313 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 458 recycled; write=0.515 s, sync=0.000 s, total=0.707 s; sync files=0, longest=0.000 s, average=0.000 s; distance=7411756 kB, estimate=7481613 kB
1462101932.989 2016-05-01 13:25:32 CEST LOG:  checkpoint starting: immediate force wait
1462101933.272 2016-05-01 13:25:33 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 452 recycled; write=0.001 s, sync=0.000 s, total=0.282 s; sync files=1, longest=0.000 s, average=0.000 s; distance=26405 kB, estimate=6736092 kB
1462101933.824 2016-05-01 13:25:33 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462101933.866 2016-05-01 13:25:33 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.001 s, sync=0.000 s, total=0.041 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=6062483 kB
1462101933.939 2016-05-01 13:25:33 CEST LOG:  checkpoint starting: immediate force wait
1462101933.942 2016-05-01 13:25:33 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=5456235 kB
