1462744166.292 2016-05-08 23:49:26 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1462747788.514 2016-05-09 00:49:48 CEST LOG:  checkpoint complete: wrote 70823 buffers (54.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.089 s, sync=0.231 s, total=1.370 s; sync files=17, longest=0.227 s, average=0.013 s; distance=1208657 kB, estimate=1211337 kB
1462747788.514 2016-05-09 00:49:48 CEST LOG:  checkpoint starting: immediate force wait
1462747788.541 2016-05-09 00:49:48 CEST LOG:  checkpoint complete: wrote 19 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.026 s; sync files=2, longest=0.000 s, average=0.000 s; distance=5955 kB, estimate=1090799 kB
1462748688.640 2016-05-09 01:04:48 CEST LOG:  checkpoint starting: time
1462748689.430 2016-05-09 01:04:49 CEST LOG:  checkpoint complete: wrote 58423 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.559 s, sync=0.229 s, total=0.790 s; sync files=15, longest=0.195 s, average=0.015 s; distance=394713 kB, estimate=1021190 kB
1462748689.431 2016-05-09 01:04:49 CEST LOG:  checkpoint starting: immediate force wait
1462748689.441 2016-05-09 01:04:49 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.010 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=919071 kB
1462749589.543 2016-05-09 01:19:49 CEST LOG:  checkpoint starting: time
1462750039.095 2016-05-09 01:27:19 CEST LOG:  checkpoint complete: wrote 97615 buffers (74.5%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.510 s, sync=0.018 s, total=449.552 s; sync files=20, longest=0.018 s, average=0.000 s; distance=2837380 kB, estimate=2837380 kB
1462750489.196 2016-05-09 01:34:49 CEST LOG:  checkpoint starting: time
1462750490.643 2016-05-09 01:34:50 CEST LOG:  checkpoint complete: wrote 77943 buffers (59.5%); 0 transaction log file(s) added, 0 removed, 173 recycled; write=1.339 s, sync=0.037 s, total=1.447 s; sync files=17, longest=0.036 s, average=0.002 s; distance=2756971 kB, estimate=2829340 kB
1462750490.643 2016-05-09 01:34:50 CEST LOG:  checkpoint starting: immediate force wait
1462750490.715 2016-05-09 01:34:50 CEST LOG:  checkpoint complete: wrote 20 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 169 recycled; write=0.002 s, sync=0.000 s, total=0.072 s; sync files=2, longest=0.000 s, average=0.000 s; distance=13901 kB, estimate=2547796 kB
1462751390.747 2016-05-09 01:49:50 CEST LOG:  checkpoint starting: time
1462751391.788 2016-05-09 01:49:51 CEST LOG:  checkpoint complete: wrote 58320 buffers (44.5%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=1.013 s, sync=0.025 s, total=1.040 s; sync files=15, longest=0.025 s, average=0.001 s; distance=403218 kB, estimate=2333338 kB
1462751391.788 2016-05-09 01:49:51 CEST LOG:  checkpoint starting: immediate force wait
1462751391.802 2016-05-09 01:49:51 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2100004 kB
1462752291.904 2016-05-09 02:04:51 CEST LOG:  checkpoint starting: time
1462752741.112 2016-05-09 02:12:21 CEST LOG:  checkpoint complete: wrote 105613 buffers (80.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.160 s, sync=0.022 s, total=449.207 s; sync files=20, longest=0.021 s, average=0.001 s; distance=3529633 kB, estimate=3529633 kB
1462753191.213 2016-05-09 02:19:51 CEST LOG:  checkpoint starting: time
1462753191.985 2016-05-09 02:19:51 CEST LOG:  checkpoint complete: wrote 443 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 216 recycled; write=0.689 s, sync=0.000 s, total=0.772 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3474063 kB, estimate=3524076 kB
1462753191.985 2016-05-09 02:19:51 CEST LOG:  checkpoint starting: immediate force wait
1462753192.079 2016-05-09 02:19:52 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 212 recycled; write=0.001 s, sync=0.000 s, total=0.093 s; sync files=1, longest=0.000 s, average=0.000 s; distance=32262 kB, estimate=3174895 kB
1462753192.246 2016-05-09 02:19:52 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462753192.262 2016-05-09 02:19:52 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.002 s, sync=0.000 s, total=0.015 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2857405 kB
1462753192.363 2016-05-09 02:19:52 CEST LOG:  checkpoint starting: immediate force wait
1462753192.366 2016-05-09 02:19:52 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2571665 kB
1462754092.982 2016-05-09 02:34:52 CEST LOG:  checkpoint starting: time
1462754097.126 2016-05-09 02:34:57 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.122 s, sync=0.019 s, total=4.143 s; sync files=44, longest=0.017 s, average=0.000 s; distance=3294 kB, estimate=2314828 kB
1462754097.126 2016-05-09 02:34:57 CEST LOG:  checkpoint starting: immediate force wait
1462754097.129 2016-05-09 02:34:57 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2083345 kB
1462754997.183 2016-05-09 02:49:57 CEST LOG:  checkpoint starting: time
1462754997.216 2016-05-09 02:49:57 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.031 s, sync=0.000 s, total=0.033 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1875012 kB
1462754997.216 2016-05-09 02:49:57 CEST LOG:  checkpoint starting: immediate force wait
1462754997.219 2016-05-09 02:49:57 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1687510 kB
1462755897.320 2016-05-09 03:04:57 CEST LOG:  checkpoint starting: time
1462756347.085 2016-05-09 03:12:27 CEST LOG:  checkpoint complete: wrote 70586 buffers (53.9%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.743 s, sync=0.005 s, total=449.765 s; sync files=21, longest=0.005 s, average=0.000 s; distance=1211828 kB, estimate=1639942 kB
1462756797.183 2016-05-09 03:19:57 CEST LOG:  checkpoint starting: time
1462756798.433 2016-05-09 03:19:58 CEST LOG:  checkpoint complete: wrote 70913 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.990 s, sync=0.212 s, total=1.250 s; sync files=17, longest=0.211 s, average=0.012 s; distance=1213611 kB, estimate=1597309 kB
1462756798.433 2016-05-09 03:19:58 CEST LOG:  checkpoint starting: immediate force wait
1462756798.475 2016-05-09 03:19:58 CEST LOG:  checkpoint complete: wrote 13 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.041 s; sync files=2, longest=0.000 s, average=0.000 s; distance=2444 kB, estimate=1437823 kB
1462757698.484 2016-05-09 03:34:58 CEST LOG:  checkpoint starting: time
1462757699.364 2016-05-09 03:34:59 CEST LOG:  checkpoint complete: wrote 58405 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.674 s, sync=0.204 s, total=0.880 s; sync files=15, longest=0.181 s, average=0.013 s; distance=394598 kB, estimate=1333500 kB
1462757699.364 2016-05-09 03:34:59 CEST LOG:  checkpoint starting: immediate force wait
1462757699.380 2016-05-09 03:34:59 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.015 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1200150 kB
1462758599.431 2016-05-09 03:49:59 CEST LOG:  checkpoint starting: time
1462759049.067 2016-05-09 03:57:29 CEST LOG:  checkpoint complete: wrote 97658 buffers (74.5%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.596 s, sync=0.016 s, total=449.636 s; sync files=20, longest=0.013 s, average=0.000 s; distance=2842060 kB, estimate=2842060 kB
1462759499.079 2016-05-09 04:04:59 CEST LOG:  checkpoint starting: time
1462759500.597 2016-05-09 04:05:00 CEST LOG:  checkpoint complete: wrote 75705 buffers (57.8%); 0 transaction log file(s) added, 0 removed, 173 recycled; write=1.384 s, sync=0.057 s, total=1.517 s; sync files=17, longest=0.047 s, average=0.003 s; distance=2822037 kB, estimate=2840057 kB
1462759500.597 2016-05-09 04:05:00 CEST LOG:  checkpoint starting: immediate force wait
1462759500.679 2016-05-09 04:05:00 CEST LOG:  checkpoint complete: wrote 23 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 173 recycled; write=0.002 s, sync=0.000 s, total=0.082 s; sync files=2, longest=0.000 s, average=0.000 s; distance=15927 kB, estimate=2557644 kB
1462760400.755 2016-05-09 04:20:00 CEST LOG:  checkpoint starting: time
1462760401.703 2016-05-09 04:20:01 CEST LOG:  checkpoint complete: wrote 57871 buffers (44.2%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.914 s, sync=0.031 s, total=0.948 s; sync files=15, longest=0.031 s, average=0.002 s; distance=403458 kB, estimate=2342226 kB
1462760401.703 2016-05-09 04:20:01 CEST LOG:  checkpoint starting: immediate force wait
1462760401.718 2016-05-09 04:20:01 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2108003 kB
1462761301.819 2016-05-09 04:35:01 CEST LOG:  checkpoint starting: time
1462761751.058 2016-05-09 04:42:31 CEST LOG:  checkpoint complete: wrote 105377 buffers (80.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.190 s, sync=0.024 s, total=449.238 s; sync files=20, longest=0.019 s, average=0.001 s; distance=3548522 kB, estimate=3548522 kB
1462762201.160 2016-05-09 04:50:01 CEST LOG:  checkpoint starting: time
1462762201.929 2016-05-09 04:50:01 CEST LOG:  checkpoint complete: wrote 416 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 217 recycled; write=0.695 s, sync=0.000 s, total=0.768 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3486888 kB, estimate=3542358 kB
1462762201.929 2016-05-09 04:50:01 CEST LOG:  checkpoint starting: immediate force wait
1462762202.028 2016-05-09 04:50:02 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 213 recycled; write=0.001 s, sync=0.000 s, total=0.099 s; sync files=1, longest=0.000 s, average=0.000 s; distance=31334 kB, estimate=3191256 kB
1462762202.198 2016-05-09 04:50:02 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462762202.213 2016-05-09 04:50:02 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.002 s, sync=0.000 s, total=0.015 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2872131 kB
1462762202.313 2016-05-09 04:50:02 CEST LOG:  checkpoint starting: immediate force wait
1462762202.315 2016-05-09 04:50:02 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2584917 kB
1462763102.977 2016-05-09 05:05:02 CEST LOG:  checkpoint starting: time
1462763107.165 2016-05-09 05:05:07 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.168 s, sync=0.018 s, total=4.188 s; sync files=44, longest=0.018 s, average=0.000 s; distance=3294 kB, estimate=2326755 kB
1462763107.165 2016-05-09 05:05:07 CEST LOG:  checkpoint starting: immediate force wait
1462763107.168 2016-05-09 05:05:07 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2094080 kB
1462764007.256 2016-05-09 05:20:07 CEST LOG:  checkpoint starting: immediate force wait time
1462764007.260 2016-05-09 05:20:07 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1884673 kB
1462764907.263 2016-05-09 05:35:07 CEST LOG:  checkpoint starting: time
1462765357.024 2016-05-09 05:42:37 CEST LOG:  checkpoint complete: wrote 70632 buffers (53.9%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.747 s, sync=0.008 s, total=449.761 s; sync files=21, longest=0.006 s, average=0.000 s; distance=1220538 kB, estimate=1818259 kB
1462765807.120 2016-05-09 05:50:07 CEST LOG:  checkpoint starting: time
1462765808.408 2016-05-09 05:50:08 CEST LOG:  checkpoint complete: wrote 70948 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.014 s, sync=0.218 s, total=1.288 s; sync files=17, longest=0.218 s, average=0.012 s; distance=1215187 kB, estimate=1757952 kB
1462765808.408 2016-05-09 05:50:08 CEST LOG:  checkpoint starting: immediate force wait
1462765808.454 2016-05-09 05:50:08 CEST LOG:  checkpoint complete: wrote 456 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 75 recycled; write=0.005 s, sync=0.004 s, total=0.045 s; sync files=4, longest=0.002 s, average=0.001 s; distance=4362 kB, estimate=1582593 kB
1462766708.532 2016-05-09 06:05:08 CEST LOG:  checkpoint starting: immediate force wait time
1462766709.316 2016-05-09 06:05:09 CEST LOG:  checkpoint complete: wrote 58388 buffers (44.5%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.564 s, sync=0.218 s, total=0.784 s; sync files=15, longest=0.206 s, average=0.014 s; distance=394559 kB, estimate=1463790 kB
1462767608.320 2016-05-09 06:20:08 CEST LOG:  checkpoint starting: time
1462768058.078 2016-05-09 06:27:38 CEST LOG:  checkpoint complete: wrote 97680 buffers (74.5%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=449.707 s, sync=0.019 s, total=449.758 s; sync files=20, longest=0.018 s, average=0.000 s; distance=2842065 kB, estimate=2842065 kB
1462768508.179 2016-05-09 06:35:08 CEST LOG:  checkpoint starting: time
1462768510.399 2016-05-09 06:35:10 CEST LOG:  checkpoint complete: wrote 70746 buffers (54.0%); 0 transaction log file(s) added, 0 removed, 173 recycled; write=2.108 s, sync=0.045 s, total=2.219 s; sync files=17, longest=0.040 s, average=0.002 s; distance=2794092 kB, estimate=2837267 kB
1462768510.399 2016-05-09 06:35:10 CEST LOG:  checkpoint starting: immediate force wait
1462768510.490 2016-05-09 06:35:10 CEST LOG:  checkpoint complete: wrote 491 buffers (0.4%); 0 transaction log file(s) added, 0 removed, 171 recycled; write=0.005 s, sync=0.003 s, total=0.091 s; sync files=7, longest=0.003 s, average=0.000 s; distance=55113 kB, estimate=2559052 kB
1462769410.589 2016-05-09 06:50:10 CEST LOG:  checkpoint starting: time
1462769411.476 2016-05-09 06:50:11 CEST LOG:  checkpoint complete: wrote 58552 buffers (44.7%); 0 transaction log file(s) added, 0 removed, 3 recycled; write=0.861 s, sync=0.022 s, total=0.887 s; sync files=15, longest=0.021 s, average=0.001 s; distance=403240 kB, estimate=2343471 kB
1462769411.476 2016-05-09 06:50:11 CEST LOG:  checkpoint starting: immediate force wait
1462769411.492 2016-05-09 06:50:11 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.001 s, sync=0.000 s, total=0.015 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2109124 kB
1462770311.593 2016-05-09 07:05:11 CEST LOG:  checkpoint starting: time
1462770761.087 2016-05-09 07:12:41 CEST LOG:  checkpoint complete: wrote 104372 buffers (79.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.458 s, sync=0.019 s, total=449.493 s; sync files=20, longest=0.017 s, average=0.000 s; distance=3537010 kB, estimate=3537010 kB
1462771211.189 2016-05-09 07:20:11 CEST LOG:  checkpoint starting: time
1462771211.664 2016-05-09 07:20:11 CEST LOG:  checkpoint complete: wrote 240 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 216 recycled; write=0.404 s, sync=0.000 s, total=0.475 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3477455 kB, estimate=3531055 kB
1462771211.664 2016-05-09 07:20:11 CEST LOG:  checkpoint starting: immediate force wait
1462771211.755 2016-05-09 07:20:11 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 212 recycled; write=0.001 s, sync=0.000 s, total=0.090 s; sync files=1, longest=0.000 s, average=0.000 s; distance=17374 kB, estimate=3179687 kB
1462771211.807 2016-05-09 07:20:11 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462771211.812 2016-05-09 07:20:11 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2861718 kB
1462771211.930 2016-05-09 07:20:11 CEST LOG:  checkpoint starting: immediate force wait
1462771211.933 2016-05-09 07:20:11 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2575546 kB
1462772111.632 2016-05-09 07:35:11 CEST LOG:  checkpoint starting: time
1462772111.635 2016-05-09 07:35:11 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=47, longest=0.000 s, average=0.000 s; distance=31369 kB, estimate=2321129 kB
1462772163.154 2016-05-09 07:36:03 CEST LOG:  checkpoint starting: immediate force wait
1462772163.158 2016-05-09 07:36:03 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.001 s, sync=0.000 s, total=0.004 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2089016 kB
1462773063.258 2016-05-09 07:51:03 CEST LOG:  checkpoint starting: time
1462773063.262 2016-05-09 07:51:03 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1880115 kB
1462773063.274 2016-05-09 07:51:03 CEST LOG:  checkpoint starting: immediate force wait
1462773063.277 2016-05-09 07:51:03 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1692104 kB
1462773963.985 2016-05-09 08:06:03 CEST LOG:  checkpoint starting: time
1462774413.056 2016-05-09 08:13:33 CEST LOG:  checkpoint complete: wrote 5413 buffers (4.1%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.016 s, sync=0.005 s, total=449.070 s; sync files=24, longest=0.004 s, average=0.000 s; distance=5107692 kB, estimate=5107692 kB
1462774863.256 2016-05-09 08:21:03 CEST LOG:  checkpoint starting: time
1462774865.581 2016-05-09 08:21:05 CEST LOG:  checkpoint complete: wrote 85302 buffers (65.1%); 0 transaction log file(s) added, 0 removed, 312 recycled; write=2.155 s, sync=0.042 s, total=2.324 s; sync files=21, longest=0.026 s, average=0.002 s; distance=4675179 kB, estimate=5064441 kB
1462774865.581 2016-05-09 08:21:05 CEST LOG:  checkpoint starting: immediate force wait
1462774865.744 2016-05-09 08:21:05 CEST LOG:  checkpoint complete: wrote 205 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 285 recycled; write=0.004 s, sync=0.000 s, total=0.162 s; sync files=6, longest=0.000 s, average=0.000 s; distance=2352 kB, estimate=4558232 kB
1462775765.847 2016-05-09 08:36:05 CEST LOG:  checkpoint starting: immediate force wait time
1462775765.870 2016-05-09 08:36:05 CEST LOG:  checkpoint complete: wrote 940 buffers (0.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.018 s, sync=0.002 s, total=0.022 s; sync files=17, longest=0.001 s, average=0.000 s; distance=3866336 kB, estimate=4489042 kB
1462776665.201 2016-05-09 08:51:05 CEST LOG:  checkpoint starting: time
1462777115.221 2016-05-09 08:58:35 CEST LOG:  checkpoint complete: wrote 6394 buffers (4.9%); 0 transaction log file(s) added, 0 removed, 236 recycled; write=449.865 s, sync=0.028 s, total=450.019 s; sync files=25, longest=0.011 s, average=0.001 s; distance=6713985 kB, estimate=6713985 kB
1462777565.070 2016-05-09 09:06:05 CEST LOG:  checkpoint starting: time
1462777567.514 2016-05-09 09:06:07 CEST LOG:  checkpoint complete: wrote 73705 buffers (56.2%); 0 transaction log file(s) added, 0 removed, 410 recycled; write=2.229 s, sync=0.011 s, total=2.444 s; sync files=20, longest=0.005 s, average=0.000 s; distance=6435190 kB, estimate=6686105 kB
1462777567.514 2016-05-09 09:06:07 CEST LOG:  checkpoint starting: immediate force wait
1462777567.886 2016-05-09 09:06:07 CEST LOG:  checkpoint complete: wrote 4448 buffers (3.4%); 0 transaction log file(s) added, 0 removed, 393 recycled; write=0.086 s, sync=0.001 s, total=0.372 s; sync files=8, longest=0.001 s, average=0.000 s; distance=41125 kB, estimate=6021607 kB
1462778467.174 2016-05-09 09:21:07 CEST LOG:  checkpoint starting: time
1462778468.122 2016-05-09 09:21:08 CEST LOG:  checkpoint complete: wrote 444 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.943 s, sync=0.001 s, total=0.947 s; sync files=18, longest=0.001 s, average=0.000 s; distance=3913483 kB, estimate=5810795 kB
1462778468.122 2016-05-09 09:21:08 CEST LOG:  checkpoint starting: immediate force wait
1462778468.317 2016-05-09 09:21:08 CEST LOG:  checkpoint complete: wrote 137 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 239 recycled; write=0.004 s, sync=0.000 s, total=0.195 s; sync files=2, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=5229715 kB
1462779368.045 2016-05-09 09:36:08 CEST LOG:  checkpoint starting: time
1462779818.102 2016-05-09 09:43:38 CEST LOG:  checkpoint complete: wrote 6597 buffers (5.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=450.025 s, sync=0.019 s, total=450.056 s; sync files=23, longest=0.014 s, average=0.000 s; distance=7256284 kB, estimate=7256284 kB
1462780268.497 2016-05-09 09:51:08 CEST FATAL:  terminating autovacuum process due to administrator command
